Idx,Wedge_rk,Wedge coords,Line_rk,Line basis,Klein_rk,Klein coords
722,5801," 2, 4, 7, 6, 1, 0",1418," 1, 0, 6, 1, 0, 1, 8, 5",5477," 4, 0, 7, 4, 6, 1"
723,5802," 3, 4, 7, 6, 1, 0",6675," 1, 0, 1, 8, 0, 1, 5, 3",5480," 2, 0, 7, 4, 6, 1"
724,5803," 4, 4, 7, 6, 1, 0",5624," 1, 0, 7, 6, 0, 1, 1, 8",5475," 7, 0, 7, 4, 6, 1"
725,5804," 5, 4, 7, 6, 1, 0",4844," 1, 0, 8, 5, 0, 1, 3, 2",5473," 3, 0, 7, 4, 6, 1"
726,5805," 6, 4, 7, 6, 1, 0",3519," 1, 0, 2, 4, 0, 1, 7, 6",5476," 1, 0, 7, 4, 6, 1"
727,5806," 7, 4, 7, 6, 1, 0",6112," 1, 0, 4, 7, 0, 1, 6, 1",5474," 6, 0, 7, 4, 6, 1"
728,5807," 8, 4, 7, 6, 1, 0",2950," 1, 0, 5, 3, 0, 1, 2, 4",5478," 5, 0, 7, 4, 6, 1"
729,5853," 0, 1, 8, 6, 1, 0",635," 1, 6, 0, 0, 0, 0, 1, 8",4752," 0, 0, 8, 4, 5, 1"
730,5854," 1, 1, 8, 6, 1, 0",1984," 1, 0, 3, 2, 0, 1, 1, 8",4755," 8, 0, 8, 4, 5, 1"
731,5855," 2, 1, 8, 6, 1, 0",1403," 1, 0, 6, 1, 0, 1, 2, 4",4758," 4, 0, 8, 4, 5, 1"
732,5856," 3, 1, 8, 6, 1, 0",6710," 1, 0, 1, 8, 0, 1, 4, 7",4759," 2, 0, 8, 4, 5, 1"
733,5857," 4, 1, 8, 6, 1, 0",5572," 1, 0, 7, 6, 0, 1, 3, 2",4753," 7, 0, 8, 4, 5, 1"
734,5858," 5, 1, 8, 6, 1, 0",4884," 1, 0, 8, 5, 0, 1, 7, 6",4756," 3, 0, 8, 4, 5, 1"
735,5859," 6, 1, 8, 6, 1, 0",3511," 1, 0, 2, 4, 0, 1, 8, 5",4757," 1, 0, 8, 4, 5, 1"
736,5860," 7, 1, 8, 6, 1, 0",6129," 1, 0, 4, 7, 0, 1, 5, 3",4760," 6, 0, 8, 4, 5, 1"
737,5861," 8, 1, 8, 6, 1, 0",2927," 1, 0, 5, 3, 0, 1, 6, 1",4754," 5, 0, 8, 4, 5, 1"
738,5925," 0, 0, 0, 7, 1, 0",7376," 0, 1, 0, 0, 0, 0, 1, 5",1156," 0, 0, 0, 7, 0, 1"
739,5926," 1, 0, 0, 7, 1, 0",2093," 1, 0, 5, 2, 0, 1, 0, 0",1161," 5, 0, 0, 7, 0, 1"
740,5927," 2, 0, 0, 7, 1, 0",1456," 1, 0, 7, 1, 0, 1, 0, 0",1163," 7, 0, 0, 7, 0, 1"
741,5928," 3, 0, 0, 7, 1, 0",7098," 1, 0, 6, 8, 0, 1, 0, 0",1160," 4, 0, 0, 7, 0, 1"
742,5929," 4, 0, 0, 7, 1, 0",5278," 1, 0, 4, 6, 0, 1, 0, 0",1162," 6, 0, 0, 7, 0, 1"
743,5930," 5, 0, 0, 7, 1, 0",4186," 1, 0, 1, 5, 0, 1, 0, 0",1158," 2, 0, 0, 7, 0, 1"
744,5931," 6, 0, 0, 7, 1, 0",3549," 1, 0, 3, 4, 0, 1, 0, 0",1164," 8, 0, 0, 7, 0, 1"
745,5932," 7, 0, 0, 7, 1, 0",5915," 1, 0, 2, 7, 0, 1, 0, 0",1157," 1, 0, 0, 7, 0, 1"
746,5933," 8, 0, 0, 7, 1, 0",3185," 1, 0, 8, 3, 0, 1, 0, 0",1159," 3, 0, 0, 7, 0, 1"
747,6069," 0, 7, 1, 7, 1, 0",177," 1, 1, 0, 0, 0, 0, 1, 5",4786," 0, 0, 1, 7, 5, 1"
748,6070," 1, 7, 1, 7, 1, 0",2109," 1, 0, 5, 2, 0, 1, 7, 1",4788," 5, 0, 1, 7, 5, 1"
749,6071," 2, 7, 1, 7, 1, 0",1479," 1, 0, 7, 1, 0, 1, 5, 2",4787," 7, 0, 1, 7, 5, 1"
750,6072," 3, 7, 1, 7, 1, 0",7137," 1, 0, 6, 8, 0, 1, 3, 4",4792," 4, 0, 1, 7, 5, 1"
751,6073," 4, 7, 1, 7, 1, 0",5313," 1, 0, 4, 6, 0, 1, 8, 3",4794," 6, 0, 1, 7, 5, 1"
752,6074," 5, 7, 1, 7, 1, 0",4251," 1, 0, 1, 5, 0, 1, 2, 7",4793," 2, 0, 1, 7, 5, 1"
753,6075," 6, 7, 1, 7, 1, 0",3627," 1, 0, 3, 4, 0, 1, 6, 8",4789," 8, 0, 1, 7, 5, 1"
754,6076," 7, 7, 1, 7, 1, 0",5961," 1, 0, 2, 7, 0, 1, 1, 5",4791," 1, 0, 1, 7, 5, 1"
755,6077," 8, 7, 1, 7, 1, 0",3243," 1, 0, 8, 3, 0, 1, 4, 6",4790," 3, 0, 1, 7, 5, 1"
756,6132," 0, 5, 2, 7, 1, 0",268," 1, 2, 0, 0, 0, 0, 1, 5",6226," 0, 0, 2, 7, 7, 1"
757,6133," 1, 5, 2, 7, 1, 0",2116," 1, 0, 5, 2, 0, 1, 5, 2",6227," 5, 0, 2, 7, 7, 1"
758,6134," 2, 5, 2, 7, 1, 0",1472," 1, 0, 7, 1, 0, 1, 7, 1",6228," 7, 0, 2, 7, 7, 1"
759,6135," 3, 5, 2, 7, 1, 0",7176," 1, 0, 6, 8, 0, 1, 6, 8",6229," 4, 0, 2, 7, 7, 1"
760,6136," 4, 5, 2, 7, 1, 0",5336," 1, 0, 4, 6, 0, 1, 4, 6",6230," 6, 0, 2, 7, 7, 1"
761,6137," 5, 5, 2, 7, 1, 0",4232," 1, 0, 1, 5, 0, 1, 1, 5",6231," 2, 0, 2, 7, 7, 1"
762,6138," 6, 5, 2, 7, 1, 0",3588," 1, 0, 3, 4, 0, 1, 3, 4",6232," 8, 0, 2, 7, 7, 1"
763,6139," 7, 5, 2, 7, 1, 0",5980," 1, 0, 2, 7, 0, 1, 2, 7",6233," 1, 0, 2, 7, 7, 1"
764,6140," 8, 5, 2, 7, 1, 0",3220," 1, 0, 8, 3, 0, 1, 8, 3",6234," 3, 0, 2, 7, 7, 1"
765,6240," 0, 8, 3, 7, 1, 0",450," 1, 4, 0, 0, 0, 0, 1, 5",4066," 0, 0, 3, 7, 4, 1"
766,6241," 1, 8, 3, 7, 1, 0",2128," 1, 0, 5, 2, 0, 1, 8, 3",4074," 5, 0, 3, 7, 4, 1"
767,6242," 2, 8, 3, 7, 1, 0",1514," 1, 0, 7, 1, 0, 1, 4, 6",4070," 7, 0, 3, 7, 4, 1"
768,6243," 3, 8, 3, 7, 1, 0",7114," 1, 0, 6, 8, 0, 1, 7, 1",4068," 4, 0, 3, 7, 4, 1"
769,6244," 4, 8, 3, 7, 1, 0",5343," 1, 0, 4, 6, 0, 1, 2, 7",4073," 6, 0, 3, 7, 4, 1"
770,6245," 5, 8, 3, 7, 1, 0",4264," 1, 0, 1, 5, 0, 1, 6, 8",4069," 2, 0, 3, 7, 4, 1"
771,6246," 6, 8, 3, 7, 1, 0",3572," 1, 0, 3, 4, 0, 1, 5, 2",4067," 8, 0, 3, 7, 4, 1"
772,6247," 7, 8, 3, 7, 1, 0",5954," 1, 0, 2, 7, 0, 1, 3, 4",4072," 1, 0, 3, 7, 4, 1"
773,6248," 8, 8, 3, 7, 1, 0",3231," 1, 0, 8, 3, 0, 1, 1, 5",4071," 3, 0, 3, 7, 4, 1"
774,6276," 0, 3, 4, 7, 1, 0",359," 1, 3, 0, 0, 0, 0, 1, 5",5506," 0, 0, 4, 7, 6, 1"
775,6277," 1, 3, 4, 7, 1, 0",2132," 1, 0, 5, 2, 0, 1, 3, 4",5512," 5, 0, 4, 7, 6, 1"
776,6278," 2, 3, 4, 7, 1, 0",1534," 1, 0, 7, 1, 0, 1, 6, 8",5509," 7, 0, 4, 7, 6, 1"
777,6279," 3, 3, 4, 7, 1, 0",7144," 1, 0, 6, 8, 0, 1, 1, 5",5511," 4, 0, 4, 7, 6, 1"
778,6280," 4, 3, 4, 7, 1, 0",5294," 1, 0, 4, 6, 0, 1, 7, 1",5508," 6, 0, 4, 7, 6, 1"
779,6281," 5, 3, 4, 7, 1, 0",4221," 1, 0, 1, 5, 0, 1, 8, 3",5514," 2, 0, 4, 7, 6, 1"
780,6282," 6, 3, 4, 7, 1, 0",3614," 1, 0, 3, 4, 0, 1, 2, 7",5513," 8, 0, 4, 7, 6, 1"
781,6283," 7, 3, 4, 7, 1, 0",5973," 1, 0, 2, 7, 0, 1, 4, 6",5510," 1, 0, 4, 7, 6, 1"
782,6284," 8, 3, 4, 7, 1, 0",3208," 1, 0, 8, 3, 0, 1, 5, 2",5507," 3, 0, 4, 7, 6, 1"
783,6339," 0, 1, 5, 7, 1, 0",723," 1, 7, 0, 0, 0, 0, 1, 5",2626," 0, 0, 5, 7, 2, 1"
784,6340," 1, 1, 5, 7, 1, 0",2139," 1, 0, 5, 2, 0, 1, 1, 5",2631," 5, 0, 5, 7, 2, 1"
785,6341," 2, 1, 5, 7, 1, 0",1521," 1, 0, 7, 1, 0, 1, 2, 7",2633," 7, 0, 5, 7, 2, 1"
786,6342," 3, 1, 5, 7, 1, 0",7156," 1, 0, 6, 8, 0, 1, 4, 6",2630," 4, 0, 5, 7, 2, 1"
787,6343," 4, 1, 5, 7, 1, 0",5317," 1, 0, 4, 6, 0, 1, 3, 4",2632," 6, 0, 5, 7, 2, 1"
788,6344," 5, 1, 5, 7, 1, 0",4202," 1, 0, 1, 5, 0, 1, 7, 1",2628," 2, 0, 5, 7, 2, 1"
789,6345," 6, 1, 5, 7, 1, 0",3584," 1, 0, 3, 4, 0, 1, 8, 3",2634," 8, 0, 5, 7, 2, 1"
790,6346," 7, 1, 5, 7, 1, 0",5938," 1, 0, 2, 7, 0, 1, 5, 2",2627," 1, 0, 5, 7, 2, 1"
791,6347," 8, 1, 5, 7, 1, 0",3263," 1, 0, 8, 3, 0, 1, 6, 8",2629," 3, 0, 5, 7, 2, 1"
792,6447," 0, 4, 6, 7, 1, 0",814," 1, 8, 0, 0, 0, 0, 1, 5",6946," 0, 0, 6, 7, 8, 1"
793,6448," 1, 4, 6, 7, 1, 0",2151," 1, 0, 5, 2, 0, 1, 4, 6",6950," 5, 0, 6, 7, 8, 1"
794,6449," 2, 4, 6, 7, 1, 0",1491," 1, 0, 7, 1, 0, 1, 8, 3",6954," 7, 0, 6, 7, 8, 1"
795,6450," 3, 4, 6, 7, 1, 0",7121," 1, 0, 6, 8, 0, 1, 5, 2",6947," 4, 0, 6, 7, 8, 1"
796,6451," 4, 4, 6, 7, 1, 0",5324," 1, 0, 4, 6, 0, 1, 1, 5",6951," 6, 0, 6, 7, 8, 1"
797,6452," 5, 4, 6, 7, 1, 0",4225," 1, 0, 1, 5, 0, 1, 3, 4",6952," 2, 0, 6, 7, 8, 1"
798,6453," 6, 4, 6, 7, 1, 0",3565," 1, 0, 3, 4, 0, 1, 7, 1",6948," 8, 0, 6, 7, 8, 1"
799,6454," 7, 4, 6, 7, 1, 0",5993," 1, 0, 2, 7, 0, 1, 6, 8",6949," 1, 0, 6, 7, 8, 1"
800,6455," 8, 4, 6, 7, 1, 0",3250," 1, 0, 8, 3, 0, 1, 2, 7",6953," 3, 0, 6, 7, 8, 1"
801,6510," 0, 2, 7, 7, 1, 0",541," 1, 5, 0, 0, 0, 0, 1, 5",1906," 0, 0, 7, 7, 1, 1"
802,6511," 1, 2, 7, 7, 1, 0",2158," 1, 0, 5, 2, 0, 1, 2, 7",1913," 5, 0, 7, 7, 1, 1"
803,6512," 2, 2, 7, 7, 1, 0",1502," 1, 0, 7, 1, 0, 1, 1, 5",1911," 7, 0, 7, 7, 1, 1"
804,6513," 3, 2, 7, 7, 1, 0",7133," 1, 0, 6, 8, 0, 1, 8, 3",1914," 4, 0, 7, 7, 1, 1"
805,6514," 4, 2, 7, 7, 1, 0",5356," 1, 0, 4, 6, 0, 1, 6, 8",1909," 6, 0, 7, 7, 1, 1"
806,6515," 5, 2, 7, 7, 1, 0",4209," 1, 0, 1, 5, 0, 1, 5, 2",1907," 2, 0, 7, 7, 1, 1"
807,6516," 6, 2, 7, 7, 1, 0",3607," 1, 0, 3, 4, 0, 1, 4, 6",1910," 8, 0, 7, 7, 1, 1"
808,6517," 7, 2, 7, 7, 1, 0",5931," 1, 0, 2, 7, 0, 1, 7, 1",1908," 1, 0, 7, 7, 1, 1"
809,6518," 8, 2, 7, 7, 1, 0",3224," 1, 0, 8, 3, 0, 1, 3, 4",1912," 3, 0, 7, 7, 1, 1"
810,6627," 0, 6, 8, 7, 1, 0",632," 1, 6, 0, 0, 0, 0, 1, 5",3346," 0, 0, 8, 7, 3, 1"
811,6628," 1, 6, 8, 7, 1, 0",2171," 1, 0, 5, 2, 0, 1, 6, 8",3349," 5, 0, 8, 7, 3, 1"
812,6629," 2, 6, 8, 7, 1, 0",1495," 1, 0, 7, 1, 0, 1, 3, 4",3352," 7, 0, 8, 7, 3, 1"
813,6630," 3, 6, 8, 7, 1, 0",7163," 1, 0, 6, 8, 0, 1, 2, 7",3353," 4, 0, 8, 7, 3, 1"
814,6631," 4, 6, 8, 7, 1, 0",5301," 1, 0, 4, 6, 0, 1, 5, 2",3347," 6, 0, 8, 7, 3, 1"
815,6632," 5, 6, 8, 7, 1, 0",4244," 1, 0, 1, 5, 0, 1, 4, 6",3350," 2, 0, 8, 7, 3, 1"
816,6633," 6, 6, 8, 7, 1, 0",3595," 1, 0, 3, 4, 0, 1, 1, 5",3351," 8, 0, 8, 7, 3, 1"
817,6634," 7, 6, 8, 7, 1, 0",5950," 1, 0, 2, 7, 0, 1, 8, 3",3354," 1, 0, 8, 7, 3, 1"
818,6635," 8, 6, 8, 7, 1, 0",3201," 1, 0, 8, 3, 0, 1, 7, 1",3348," 3, 0, 8, 7, 3, 1"
819,6654," 0, 0, 0, 8, 1, 0",7377," 0, 1, 0, 0, 0, 0, 1, 6",1088," 0, 0, 0, 3, 0, 1"
820,6655," 1, 0, 0, 8, 1, 0",2002," 1, 0, 4, 2, 0, 1, 0, 0",1094," 6, 0, 0, 3, 0, 1"
821,6656," 2, 0, 0, 8, 1, 0",1547," 1, 0, 8, 1, 0, 1, 0, 0",1091," 3, 0, 0, 3, 0, 1"
822,6657," 3, 0, 0, 8, 1, 0",7007," 1, 0, 5, 8, 0, 1, 0, 0",1093," 5, 0, 0, 3, 0, 1"
823,6658," 4, 0, 0, 8, 1, 0",5005," 1, 0, 1, 6, 0, 1, 0, 0",1090," 2, 0, 0, 3, 0, 1"
824,6659," 5, 0, 0, 8, 1, 0",4368," 1, 0, 3, 5, 0, 1, 0, 0",1096," 8, 0, 0, 3, 0, 1"
825,6660," 6, 0, 0, 8, 1, 0",3913," 1, 0, 7, 4, 0, 1, 0, 0",1095," 7, 0, 0, 3, 0, 1"
826,6661," 7, 0, 0, 8, 1, 0",6279," 1, 0, 6, 7, 0, 1, 0, 0",1092," 4, 0, 0, 3, 0, 1"
827,6662," 8, 0, 0, 8, 1, 0",2639," 1, 0, 2, 3, 0, 1, 0, 0",1089," 1, 0, 0, 3, 0, 1"
828,6807," 0, 8, 1, 8, 1, 0",178," 1, 1, 0, 0, 0, 0, 1, 6",5489," 0, 0, 1, 3, 6, 1"
829,6808," 1, 8, 1, 8, 1, 0",2019," 1, 0, 4, 2, 0, 1, 8, 1",5491," 6, 0, 1, 3, 6, 1"
830,6809," 2, 8, 1, 8, 1, 0",1569," 1, 0, 8, 1, 0, 1, 4, 2",5490," 3, 0, 1, 3, 6, 1"
831,6810," 3, 8, 1, 8, 1, 0",7050," 1, 0, 5, 8, 0, 1, 7, 4",5495," 5, 0, 1, 3, 6, 1"
832,6811," 4, 8, 1, 8, 1, 0",5034," 1, 0, 1, 6, 0, 1, 2, 3",5497," 2, 0, 1, 3, 6, 1"
833,6812," 5, 8, 1, 8, 1, 0",4437," 1, 0, 3, 5, 0, 1, 6, 7",5496," 8, 0, 1, 3, 6, 1"
834,6813," 6, 8, 1, 8, 1, 0",3990," 1, 0, 7, 4, 0, 1, 5, 8",5492," 7, 0, 1, 3, 6, 1"
835,6814," 7, 8, 1, 8, 1, 0",6327," 1, 0, 6, 7, 0, 1, 3, 5",5494," 4, 0, 1, 3, 6, 1"
836,6815," 8, 8, 1, 8, 1, 0",2694," 1, 0, 2, 3, 0, 1, 1, 6",5493," 1, 0, 1, 3, 6, 1"
837,6852," 0, 4, 2, 8, 1, 0",269," 1, 2, 0, 0, 0, 0, 1, 6",3329," 0, 0, 2, 3, 3, 1"
838,6853," 1, 4, 2, 8, 1, 0",2024," 1, 0, 4, 2, 0, 1, 4, 2",3330," 6, 0, 2, 3, 3, 1"
839,6854," 2, 4, 2, 8, 1, 0",1564," 1, 0, 8, 1, 0, 1, 8, 1",3331," 3, 0, 2, 3, 3, 1"
840,6855," 3, 4, 2, 8, 1, 0",7084," 1, 0, 5, 8, 0, 1, 5, 8",3332," 5, 0, 2, 3, 3, 1"
841,6856," 4, 4, 2, 8, 1, 0",5060," 1, 0, 1, 6, 0, 1, 1, 6",3333," 2, 0, 2, 3, 3, 1"
842,6857," 5, 4, 2, 8, 1, 0",4416," 1, 0, 3, 5, 0, 1, 3, 5",3334," 8, 0, 2, 3, 3, 1"
843,6858," 6, 4, 2, 8, 1, 0",3956," 1, 0, 7, 4, 0, 1, 7, 4",3335," 7, 0, 2, 3, 3, 1"
844,6859," 7, 4, 2, 8, 1, 0",6348," 1, 0, 6, 7, 0, 1, 6, 7",3336," 4, 0, 2, 3, 3, 1"
845,6860," 8, 4, 2, 8, 1, 0",2668," 1, 0, 2, 3, 0, 1, 2, 3",3337," 1, 0, 2, 3, 3, 1"
846,6915," 0, 2, 3, 8, 1, 0",451," 1, 4, 0, 0, 0, 0, 1, 6",4769," 0, 0, 3, 3, 5, 1"
847,6916," 1, 2, 3, 8, 1, 0",2031," 1, 0, 4, 2, 0, 1, 2, 3",4777," 6, 0, 3, 3, 5, 1"
848,6917," 2, 2, 3, 8, 1, 0",1602," 1, 0, 8, 1, 0, 1, 1, 6",4773," 3, 0, 3, 3, 5, 1"
849,6918," 3, 2, 3, 8, 1, 0",7024," 1, 0, 5, 8, 0, 1, 8, 1",4771," 5, 0, 3, 3, 5, 1"
850,6919," 4, 2, 3, 8, 1, 0",5074," 1, 0, 1, 6, 0, 1, 6, 7",4776," 2, 0, 3, 3, 5, 1"
851,6920," 5, 2, 3, 8, 1, 0",4445," 1, 0, 3, 5, 0, 1, 5, 8",4772," 8, 0, 3, 3, 5, 1"
852,6921," 6, 2, 3, 8, 1, 0",3935," 1, 0, 7, 4, 0, 1, 4, 2",4770," 7, 0, 3, 3, 5, 1"
853,6922," 7, 2, 3, 8, 1, 0",6322," 1, 0, 6, 7, 0, 1, 7, 4",4775," 4, 0, 3, 3, 5, 1"
854,6923," 8, 2, 3, 8, 1, 0",2687," 1, 0, 2, 3, 0, 1, 3, 5",4774," 1, 0, 3, 3, 5, 1"
855,7041," 0, 7, 4, 8, 1, 0",360," 1, 3, 0, 0, 0, 0, 1, 6",2609," 0, 0, 4, 3, 2, 1"
856,7042," 1, 7, 4, 8, 1, 0",2045," 1, 0, 4, 2, 0, 1, 7, 4",2615," 6, 0, 4, 3, 2, 1"
857,7043," 2, 7, 4, 8, 1, 0",1624," 1, 0, 8, 1, 0, 1, 5, 8",2612," 3, 0, 4, 3, 2, 1"
858,7044," 3, 7, 4, 8, 1, 0",7055," 1, 0, 5, 8, 0, 1, 3, 5",2614," 5, 0, 4, 3, 2, 1"
859,7045," 4, 7, 4, 8, 1, 0",5022," 1, 0, 1, 6, 0, 1, 8, 1",2611," 2, 0, 4, 3, 2, 1"
860,7046," 5, 7, 4, 8, 1, 0",4397," 1, 0, 3, 5, 0, 1, 2, 3",2617," 8, 0, 4, 3, 2, 1"
861,7047," 6, 7, 4, 8, 1, 0",3982," 1, 0, 7, 4, 0, 1, 6, 7",2616," 7, 0, 4, 3, 2, 1"
862,7048," 7, 7, 4, 8, 1, 0",6334," 1, 0, 6, 7, 0, 1, 1, 6",2613," 4, 0, 4, 3, 2, 1"
863,7049," 8, 7, 4, 8, 1, 0",2661," 1, 0, 2, 3, 0, 1, 4, 2",2610," 1, 0, 4, 3, 2, 1"
864,7086," 0, 3, 5, 8, 1, 0",724," 1, 7, 0, 0, 0, 0, 1, 6",6929," 0, 0, 5, 3, 8, 1"
865,7087," 1, 3, 5, 8, 1, 0",2050," 1, 0, 4, 2, 0, 1, 3, 5",6934," 6, 0, 5, 3, 8, 1"
866,7088," 2, 3, 5, 8, 1, 0",1616," 1, 0, 8, 1, 0, 1, 6, 7",6936," 3, 0, 5, 3, 8, 1"
867,7089," 3, 3, 5, 8, 1, 0",7062," 1, 0, 5, 8, 0, 1, 1, 6",6933," 5, 0, 5, 3, 8, 1"
868,7090," 4, 3, 5, 8, 1, 0",5048," 1, 0, 1, 6, 0, 1, 7, 4",6935," 2, 0, 5, 3, 8, 1"
869,7091," 5, 3, 5, 8, 1, 0",4385," 1, 0, 3, 5, 0, 1, 8, 1",6931," 8, 0, 5, 3, 8, 1"
870,7092," 6, 3, 5, 8, 1, 0",3942," 1, 0, 7, 4, 0, 1, 2, 3",6937," 7, 0, 5, 3, 8, 1"
871,7093," 7, 3, 5, 8, 1, 0",6301," 1, 0, 6, 7, 0, 1, 4, 2",6930," 4, 0, 5, 3, 8, 1"
872,7094," 8, 3, 5, 8, 1, 0",2716," 1, 0, 2, 3, 0, 1, 5, 8",6932," 1, 0, 5, 3, 8, 1"
873,7149," 0, 1, 6, 8, 1, 0",815," 1, 8, 0, 0, 0, 0, 1, 6",6209," 0, 0, 6, 3, 7, 1"
874,7150," 1, 1, 6, 8, 1, 0",2057," 1, 0, 4, 2, 0, 1, 1, 6",6213," 6, 0, 6, 3, 7, 1"
875,7151," 2, 1, 6, 8, 1, 0",1576," 1, 0, 8, 1, 0, 1, 2, 3",6217," 3, 0, 6, 3, 7, 1"
876,7152," 3, 1, 6, 8, 1, 0",7029," 1, 0, 5, 8, 0, 1, 4, 2",6210," 5, 0, 6, 3, 7, 1"
877,7153," 4, 1, 6, 8, 1, 0",5053," 1, 0, 1, 6, 0, 1, 3, 5",6214," 2, 0, 6, 3, 7, 1"
878,7154," 5, 1, 6, 8, 1, 0",4411," 1, 0, 3, 5, 0, 1, 7, 4",6215," 8, 0, 6, 3, 7, 1"
879,7155," 6, 1, 6, 8, 1, 0",3930," 1, 0, 7, 4, 0, 1, 8, 1",6211," 7, 0, 6, 3, 7, 1"
880,7156," 7, 1, 6, 8, 1, 0",6356," 1, 0, 6, 7, 0, 1, 5, 8",6212," 4, 0, 6, 3, 7, 1"
881,7157," 8, 1, 6, 8, 1, 0",2708," 1, 0, 2, 3, 0, 1, 6, 7",6216," 1, 0, 6, 3, 7, 1"
882,7275," 0, 6, 7, 8, 1, 0",542," 1, 5, 0, 0, 0, 0, 1, 6",4049," 0, 0, 7, 3, 4, 1"
883,7276," 1, 6, 7, 8, 1, 0",2071," 1, 0, 4, 2, 0, 1, 6, 7",4056," 6, 0, 7, 3, 4, 1"
884,7277," 2, 6, 7, 8, 1, 0",1595," 1, 0, 8, 1, 0, 1, 3, 5",4054," 3, 0, 7, 3, 4, 1"
885,7278," 3, 6, 7, 8, 1, 0",7036," 1, 0, 5, 8, 0, 1, 2, 3",4057," 5, 0, 7, 3, 4, 1"
886,7279," 4, 6, 7, 8, 1, 0",5082," 1, 0, 1, 6, 0, 1, 5, 8",4052," 2, 0, 7, 3, 4, 1"
887,7280," 5, 6, 7, 8, 1, 0",4390," 1, 0, 3, 5, 0, 1, 4, 2",4050," 8, 0, 7, 3, 4, 1"
888,7281," 6, 6, 7, 8, 1, 0",3968," 1, 0, 7, 4, 0, 1, 1, 6",4053," 7, 0, 7, 3, 4, 1"
889,7282," 7, 6, 7, 8, 1, 0",6296," 1, 0, 6, 7, 0, 1, 8, 1",4051," 4, 0, 7, 3, 4, 1"
890,7283," 8, 6, 7, 8, 1, 0",2682," 1, 0, 2, 3, 0, 1, 7, 4",4055," 1, 0, 7, 3, 4, 1"
891,7347," 0, 5, 8, 8, 1, 0",633," 1, 6, 0, 0, 0, 0, 1, 6",1889," 0, 0, 8, 3, 1, 1"
892,7348," 1, 5, 8, 8, 1, 0",2079," 1, 0, 4, 2, 0, 1, 5, 8",1892," 6, 0, 8, 3, 1, 1"
893,7349," 2, 5, 8, 8, 1, 0",1590," 1, 0, 8, 1, 0, 1, 7, 4",1895," 3, 0, 8, 3, 1, 1"
894,7350," 3, 5, 8, 8, 1, 0",7076," 1, 0, 5, 8, 0, 1, 6, 7",1896," 5, 0, 8, 3, 1, 1"
895,7351," 4, 5, 8, 8, 1, 0",5027," 1, 0, 1, 6, 0, 1, 4, 2",1890," 2, 0, 8, 3, 1, 1"
896,7352," 5, 5, 8, 8, 1, 0",4423," 1, 0, 3, 5, 0, 1, 1, 6",1893," 8, 0, 8, 3, 1, 1"
897,7353," 6, 5, 8, 8, 1, 0",3961," 1, 0, 7, 4, 0, 1, 3, 5",1894," 7, 0, 8, 3, 1, 1"
898,7354," 7, 5, 8, 8, 1, 0",6308," 1, 0, 6, 7, 0, 1, 2, 3",1897," 4, 0, 8, 3, 1, 1"
899,7355," 8, 5, 8, 8, 1, 0",2656," 1, 0, 2, 3, 0, 1, 8, 1",1891," 1, 0, 8, 3, 1, 1"
END
